0;0;0;0;land;false;unknown;0
1;169;201;191;land;false;plains;1
2;221;253;167;land;false;plains;1
3;121;251;213;land;false;plains;1
4;206;189;131;land;false;plains;1
5;230;237;206;land;false;plains;1
6;237;203;245;land;false;plains;1
7;219;169;168;land;false;plains;1
8;220;132;200;land;false;plains;1
9;167;182;199;land;false;plains;1
10;167;131;210;land;false;plains;1
11;238;141;174;land;false;plains;1
12;184;203;189;land;false;plains;1
13;250;245;244;land;false;plains;1
14;183;221;151;land;false;plains;1
15;121;152;237;land;false;plains;1
16;249;248;89;land;false;plains;1
17;139;230;190;land;false;plains;1
18;133;145;240;land;false;plains;1
19;220;201;109;land;false;plains;1
20;216;234;99;land;false;plains;1
21;221;249;173;land;false;plains;1
22;117;249;226;land;false;plains;1
23;67;252;197;land;false;plains;1
24;195;201;236;land;false;plains;1
25;236;246;120;land;false;plains;1
26;71;249;206;land;false;plains;1
27;213;184;160;land;false;plains;1
28;94;248;211;land;false;plains;1
29;205;96;226;land;false;plains;1
30;193;228;218;land;false;plains;1
31;240;107;226;land;false;plains;1
32;206;148;207;land;false;plains;1
33;111;191;226;land;false;plains;1
34;202;206;160;land;false;plains;1
35;249;177;92;land;false;plains;1
36;187;185;240;land;false;plains;1
37;217;152;146;land;false;plains;1
38;217;247;102;land;false;plains;1
39;201;174;184;land;false;plains;1
40;166;237;180;land;false;plains;1
41;247;83;218;land;false;plains;1
42;172;152;182;land;false;plains;1
43;206;185;149;land;false;plains;1
44;233;164;118;land;false;plains;1
45;198;160;207;land;false;plains;1
46;226;137;230;land;false;plains;1
47;206;150;222;land;false;plains;1
48;152;165;202;land;false;plains;1
49;242;197;89;land;false;plains;1
50;179;211;117;land;false;plains;1
51;215;115;222;land;false;plains;1
52;184;198;182;land;false;plains;1
53;70;225;214;land;false;plains;1
54;241;195;230;land;false;plains;1
55;245;182;206;land;false;plains;1
56;251;150;222;land;false;plains;1
57;119;230;226;land;false;plains;1
58;166;206;178;land;false;plains;1
59;251;101;204;land;false;plains;1
60;150;226;139;land;false;plains;1
61;244;183;77;land;false;plains;1
62;216;212;102;land;false;plains;1
63;219;176;108;land;false;plains;1
64;242;222;134;land;false;plains;1
65;233;31;238;land;false;plains;1
66;233;91;239;land;false;plains;1
67;100;175;243;land;false;plains;1
68;132;199;249;land;false;plains;1
69;232;211;214;land;false;plains;1
70;178;77;252;land;false;plains;1
71;222;104;202;land;true;plains;1
72;227;147;170;land;false;plains;1
73;209;252;124;land;false;plains;1
74;233;216;251;land;true;plains;1
75;224;74;251;land;true;plains;1
76;247;95;172;land;false;plains;1
77;158;231;245;land;false;plains;1
78;117;244;254;land;false;plains;1
79;205;196;210;land;false;plains;1
80;234;244;71;land;false;plains;1
81;208;222;124;land;false;plains;1
82;217;89;205;land;false;plains;1
83;93;202;227;land;false;plains;1
84;153;235;229;land;true;plains;1
85;185;98;234;land;false;plains;1
86;230;197;236;land;false;plains;1
87;252;127;214;land;false;plains;1
88;215;218;254;land;true;plains;1
89;229;233;166;land;false;plains;1
90;121;227;161;land;false;plains;1
91;225;231;144;land;false;plains;1
92;180;130;236;land;false;plains;1
93;253;252;12;land;false;plains;1
94;224;136;233;land;false;plains;1
95;195;135;195;land;false;plains;1
96;168;170;247;land;false;plains;1
97;87;245;201;land;false;plains;1
98;242;104;204;land;false;plains;1
99;194;175;202;land;false;plains;1
100;203;229;223;land;false;plains;1
101;246;193;233;land;false;plains;1
102;208;232;132;land;false;plains;1
103;183;64;254;land;false;plains;1
104;219;232;128;land;false;plains;1
105;119;211;194;land;false;plains;1
106;253;54;228;land;false;plains;1
107;156;219;157;land;false;plains;1
108;236;191;96;land;false;plains;1
109;253;178;148;land;false;plains;1
110;213;254;69;land;false;plains;1
111;139;193;187;land;true;plains;1
112;242;38;253;land;false;plains;1
113;234;179;191;land;false;plains;1
114;213;113;217;land;false;plains;1
115;219;226;219;land;false;plains;1
116;239;170;129;land;false;plains;1
117;254;235;14;land;true;plains;1
118;132;207;212;land;false;plains;1
119;91;237;221;land;false;plains;1
120;168;254;92;land;true;plains;1
121;247;29;244;land;false;plains;1
122;186;143;193;land;false;plains;1
123;215;137;212;land;false;plains;1
124;181;153;181;land;false;plains;1
125;231;119;203;land;false;plains;1
126;236;135;192;land;false;plains;1
127;226;133;197;land;false;plains;1
128;183;180;154;land;false;plains;1
129;251;175;175;land;false;plains;1
130;188;242;226;land;true;plains;1
131;230;112;193;land;false;plains;1
132;205;190;121;land;false;plains;1
133;174;134;237;land;false;plains;1
134;243;158;210;land;false;plains;1
135;236;232;200;land;false;plains;1
136;136;116;252;land;false;plains;1
137;251;184;116;land;false;plains;1
138;221;226;251;land;false;plains;1
139;200;210;129;land;false;plains;1
140;206;202;246;land;false;plains;1
141;180;218;132;land;false;plains;1
142;239;227;176;land;false;plains;1
143;200;82;219;land;false;plains;1
144;241;93;222;land;false;plains;1
145;223;90;195;land;false;plains;1
146;179;158;238;land;false;plains;1
147;71;203;234;land;false;plains;1
148;187;251;79;land;false;plains;1
149;236;158;252;land;false;plains;1
150;235;202;152;land;false;plains;1
151;225;182;161;land;false;plains;1
152;125;172;235;land;false;plains;1
153;218;238;45;land;false;plains;1
154;209;225;171;land;false;plains;1
155;226;228;153;land;true;plains;1
156;218;114;253;land;false;plains;1
157;47;248;246;land;false;plains;1
158;212;68;233;land;false;plains;1
159;244;196;75;land;true;plains;1
160;181;159;214;land;false;plains;1
161;243;249;152;land;false;plains;1
162;207;221;238;land;false;plains;1
163;173;166;246;land;false;plains;1
164;254;209;69;land;false;plains;1
165;209;118;224;land;false;plains;1
166;135;240;183;land;true;plains;1
167;251;29;251;land;false;plains;1
168;235;94;252;land;false;plains;1
169;158;209;170;land;false;plains;1
170;92;194;218;land;false;plains;1
171;236;173;100;land;false;plains;1
172;191;169;183;land;true;plains;1
173;236;45;247;land;true;plains;1
174;182;240;204;land;false;plains;1
175;179;194;250;land;false;plains;1
176;205;200;223;land;false;plains;1
177;107;182;230;land;false;plains;1
178;157;202;180;land;false;plains;1
179;133;230;241;land;false;plains;1
180;100;228;174;land;false;plains;1
181;246;193;127;land;false;plains;1
182;184;250;196;land;false;plains;1
183;254;131;144;land;false;plains;1
184;227;85;225;land;false;plains;1
185;200;127;203;land;false;plains;1
186;239;223;139;land;false;plains;1
187;249;216;229;land;true;plains;1
188;246;223;101;land;true;plains;1
189;222;132;202;land;false;plains;1
190;227;79;214;land;false;plains;1
191;62;247;204;land;false;plains;1
192;125;218;183;land;true;plains;1
193;164;224;137;land;false;plains;1
194;251;57;227;land;false;plains;1
195;253;181;149;land;false;plains;1
196;241;73;190;land;false;plains;1
197;169;205;197;land;false;plains;1
198;175;164;177;land;false;plains;1
199;252;173;181;land;false;plains;1
200;160;224;240;land;false;plains;1
201;136;164;242;land;false;plains;1
202;162;180;220;land;false;plains;1
203;176;194;163;land;false;plains;1
204;83;209;216;land;false;plains;1
205;185;222;189;land;false;plains;1
206;249;220;149;land;false;plains;1
207;228;209;132;land;false;plains;1
208;249;47;235;land;false;plains;1
209;188;240;175;land;false;plains;1
210;149;177;224;land;false;plains;1
211;216;250;118;land;false;plains;1
212;209;167;254;land;false;plains;1
213;235;176;131;land;false;plains;1
214;177;186;142;land;false;plains;1
215;240;236;89;land;false;plains;1
216;164;254;253;land;false;plains;1
217;253;130;224;land;false;plains;1
218;25;230;249;land;false;plains;1
219;208;229;251;land;false;plains;1
220;246;194;208;land;false;plains;1
221;156;235;176;land;false;plains;1
222;173;254;239;land;false;plains;1
223;184;245;191;land;false;plains;1
224;248;164;183;land;false;plains;1
225;178;135;216;land;false;plains;1
226;165;132;248;land;false;plains;1
227;156;207;224;land;false;plains;1
228;177;105;220;land;false;plains;1
229;234;147;177;land;false;plains;1
230;178;196;169;land;false;plains;1
231;141;244;191;land;false;plains;1
232;231;156;114;land;false;plains;1
233;254;250;72;land;false;plains;1
234;209;234;88;land;false;plains;1
235;247;49;220;land;false;plains;1
236;234;243;34;land;false;plains;1
